# The following table is formatted as tab separated values. 
#GeneId	GeneName	BioType	Bases affected (DOWNSTREAM)	Total score (DOWNSTREAM)	Length (DOWNSTREAM)	Bases affected (EXON)	Total score (EXON)	Length (EXON)	Bases affected (GENE)	Total score (GENE)	Length (GENE)	Bases affected (INTRON)	Total score (INTRON)	Length (INTRON)	Bases affected (NONE)	Total score (NONE)	Length (NONE)	Bases affected (SPLICE_SITE_ACCEPTOR)	Total score (SPLICE_SITE_ACCEPTOR)	Length (SPLICE_SITE_ACCEPTOR)	Bases affected (SPLICE_SITE_DONOR)	Total score (SPLICE_SITE_DONOR)	Length (SPLICE_SITE_DONOR)	Bases affected (UPSTREAM)	Total score (UPSTREAM)	Length (UPSTREAM)	Bases affected (UTR_3_PRIME)	Total score (UTR_3_PRIME)	Length (UTR_3_PRIME)	Bases affected (UTR_5_PRIME)	Total score (UTR_5_PRIME)	Length (UTR_5_PRIME)	Count (CODON_CHANGE_PLUS_CODON_DELETION)	Count (CODON_CHANGE_PLUS_CODON_INSERTION)	Count (CODON_DELETION)	Count (CODON_INSERTION)	Count (DOWNSTREAM)	Count (EXON)	Count (FRAME_SHIFT)	Count (INTRON)	Count (NON_SYNONYMOUS_CODING)	Count (NON_SYNONYMOUS_START)	Count (SPLICE_SITE_ACCEPTOR)	Count (SPLICE_SITE_DONOR)	Count (START_LOST)	Count (STOP_GAINED)	Count (STOP_LOST)	Count (SYNONYMOUS_CODING)	Count (SYNONYMOUS_START)	Count (SYNONYMOUS_STOP)	Count (UPSTREAM)	Count (UTR_3_PRIME)	Count (UTR_5_PRIME)
ABHD13	ABHD13	mRNA	0	0	5000	0	0	5302	0	0	15841	0	0	10539	0	0	0	0	0	2	0	0	2	0	0	5000	0	0	4023	0	0	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD14A	ABHD14A	mRNA	0	0	5000	0	0	1108	0	0	6175	0	0	5067	0	0	0	0	0	8	0	0	8	0	0	5000	0	0	182	0	0	110	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ABHD14A-ACY1	ABHD14A-ACY1	Non-coding_transcript	0	0	5000	8	0	1879	8	0	14177	0	0	12298	0	0	0	0	0	32	0	0	32	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD14B	ABHD14B	mRNA	0	0	5000	0	0	2437	0	0	6121	0	0	3684	0	0	0	0	0	8	0	0	6	1	0	5000	0	0	916	0	0	888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ABHD15	ABHD15	mRNA	0	0	5000	2	0	3355	5	0	6354	2	0	2999	0	0	0	0	0	2	0	0	2	2	0	5000	1	0	1890	0	0	58	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	2	1	0
ABHD16A	ABHD16A	mRNA	0	0	5000	0	0	2481	0	0	16420	0	0	13939	0	0	0	0	0	38	0	0	40	0	0	5287	0	0	263	0	0	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD16A.2	ABHD16A	mRNA	0	0	5000	1	0	2481	2	0	16412	1	0	13931	0	0	0	0	0	38	0	0	40	1	0	5287	0	0	263	0	0	384	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0
ABHD16A.3	ABHD16A	mRNA	0	0	5000	0	0	2481	0	0	16413	0	0	13932	0	0	0	0	0	38	0	0	40	0	0	5287	0	0	263	0	0	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD16A.4	ABHD16A	mRNA	0	0	5000	0	0	2481	0	0	16412	0	0	13931	0	0	0	0	0	38	0	0	40	0	0	5287	0	0	263	0	0	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD16A.5	ABHD16A	mRNA	0	0	5000	0	0	2481	0	0	16413	0	0	13932	0	0	0	0	0	38	0	0	40	0	0	5287	0	0	263	0	0	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD16A.6	ABHD16A	Non-coding_transcript	0	0	5000	0	0	2481	0	0	16424	0	0	13943	0	0	0	0	0	38	0	0	40	0	0	5287	0	0	263	0	0	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD16A.7	ABHD16A	mRNA	0	0	5000	0	0	2481	0	0	16411	0	0	13930	0	0	0	0	0	38	0	0	40	0	0	5287	0	0	263	0	0	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD16B	ABHD16B	mRNA	0	0	5000	1	0	1776	0	0	1776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	38	1	0	328	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ABHD2	ABHD2	mRNA	0	0	5000	0	0	9133	13	0	114211	11	0	105078	0	0	0	0	0	28	0	0	28	0	0	5000	2	0	6937	0	0	918	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	2	0
ABHD3	ABHD3	mRNA	0	0	5000	0	0	2064	2	0	53909	2	0	51845	0	0	0	0	0	16	0	0	16	0	0	5000	0	0	694	0	0	140	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD4	ABHD4	mRNA	0	0	5000	0	0	2509	7	0	14119	7	0	11610	0	0	0	0	0	12	0	0	12	1	0	5000	0	0	1411	0	0	69	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0
ABHD5	ABHD5	mRNA	0	0	5000	16	0	5353	17	0	31843	1	0	26490	0	0	0	0	0	12	0	0	12	0	0	5000	0	0	4193	0	0	110	0	0	0	0	0	0	0	1	8	0	0	0	0	8	0	0	0	0	0	0	0
ABHD6	ABHD6	mRNA	0	0	5000	0	0	2393	11	0	57203	11	0	54810	0	0	0	0	0	16	0	0	16	0	0	5000	0	0	969	0	0	410	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD8	ABHD8	mRNA	2	0	5000	2	0	2090	6	0	11343	3	0	9253	0	0	0	0	0	8	0	0	8	2	0	5000	1	0	530	0	0	240	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	2	0	0	2	1	0
ABI1	ABI1	mRNA	2	0	5000	0	0	3776	14	0	114492	14	0	110716	0	0	0	0	0	26	0	0	24	3	0	5000	0	0	1974	0	0	224	0	0	0	0	2	0	0	14	0	0	0	0	0	0	0	0	0	0	3	0	0
ABI2	ABI2	mRNA	0	0	5000	0	0	6480	5	0	103890	5	0	97410	0	0	0	0	0	18	0	0	18	0	0	5000	0	0	4817	0	0	235	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ABI3	ABI3	mRNA	1	0	5000	1	0	2109	5	0	12999	4	0	10890	0	0	0	0	0	14	0	0	16	3	0	5000	0	0	510	0	0	498	0	0	0	0	1	0	0	4	1	0	0	0	0	0	0	0	0	0	3	0	0
ABI3BP	ABI3BP	mRNA	2	0	5000	3	0	4473	37	0	244156	34	0	239683	0	0	0	0	0	68	0	0	68	0	0	5000	0	0	1160	0	0	85	0	0	0	0	2	0	0	34	1	0	0	0	0	0	0	2	0	0	0	0	0
ABL1	ABL1	mRNA	1	0	5000	2	0	5963	20	0	173795	18	0	167832	0	0	0	0	0	20	0	0	22	4	0	10000	0	0	1992	0	0	442	0	0	0	0	1	0	0	18	0	0	0	0	0	0	0	2	0	0	4	0	0
ABL2	ABL2	mRNA	2	0	10000	2	0	12649	22	0	130358	19	0	117709	0	0	0	0	0	26	0	0	26	0	0	10000	0	0	8615	2	0	332	0	0	0	0	2	0	0	19	1	0	0	0	0	0	0	1	0	0	0	0	2
ABLIM1	ABLIM1	mRNA	0	0	5000	2	0	8303	52	0	253546	49	0	245243	0	0	0	0	0	44	0	0	48	0	0	15000	1	0	5150	0	0	722	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	2	0	0	0	1	0
ABLIM2	ABLIM2	mRNA	1	0	10000	2	0	4832	57	0	193523	53	0	188691	0	0	0	0	0	44	0	0	42	0	0	5000	3	0	2701	0	0	143	0	0	0	0	1	0	0	53	0	0	0	0	0	0	0	2	0	0	0	3	0
ABLIM3	ABLIM3	mRNA	0	0	5000	0	0	4335	36	0	118946	35	0	114611	0	0	0	0	0	46	0	0	46	1	0	5000	1	0	2032	0	0	251	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	1	1	0
ABO	ABO	mRNA	1	0	5000	14	0	1579	73	0	20068	56	0	18489	0	0	0	0	0	12	0	0	12	1	0	5000	3	0	490	0	0	25	0	0	0	0	1	0	2	56	9	0	0	0	0	0	0	3	0	0	1	3	0
ABP1	ABP1	mRNA	2	0	5000	7	0	2493	14	0	8815	7	0	6322	0	0	0	0	0	10	0	0	8	0	0	5000	0	0	82	0	0	98	0	0	0	0	2	0	0	7	4	0	0	0	0	0	0	3	0	0	0	0	0
ABR	ABR	mRNA	4	0	5000	2	0	6551	49	0	183859	48	0	177308	0	0	0	0	0	44	0	0	52	2	0	25000	0	0	2562	2	0	874	0	0	0	0	4	1	0	48	0	0	0	0	0	0	0	2	0	0	2	0	2
ABRA	ABRA	mRNA	0	0	5000	2	0	2754	2	0	10762	0	0	8008	0	0	0	0	0	2	0	0	2	0	0	5000	0	0	1554	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ABRACL	ABRACL	mRNA	0	0	5000	0	0	845	3	0	14621	3	0	13776	0	0	0	0	0	4	0	0	4	0	0	5000	0	0	399	0	0	200	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ABT1	ABT1	mRNA	0	0	5000	3	0	2263	5	0	3107	2	0	844	0	0	0	0	0	4	0	0	4	0	0	5000	0	0	1404	0	0	40	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0
ABTB1	ABTB1	Non-coding_transcript	0	0	5000	1	0	2022	1	0	7989	2	0	5967	0	0	0	0	0	24	0	0	24	2	0	5000	0	0	451	0	0	525	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	2	0	0
ABTB2	ABTB2	mRNA	0	0	5000	1	0	4903	18	0	207022	14	0	202119	0	0	0	0	0	32	0	0	32	0	0	5000	0	0	1400	3	0	425	0	0	0	0	0	0	0	14	1	0	0	0	0	0	0	0	0	0	0	0	3
ACAA1	ACAA1	mRNA	1	0	5000	1	0	1987	1	0	14533	1	0	12546	0	0	0	0	0	22	0	0	22	4	0	5000	0	0	337	0	0	207	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	4	0	0
ACAA2	ACAA2	mRNA	0	0	5000	0	0	1934	9	0	30378	9	0	28444	0	0	0	0	0	18	0	0	18	0	0	5000	0	0	343	0	0	397	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
ACACA	ACACA	mRNA	0	0	5000	3	0	11380	40	0	324976	37	0	313596	0	0	0	0	0	120	0	0	124	1	0	15000	0	0	2324	1	0	2022	0	0	0	0	0	0	0	37	1	0	0	0	0	0	0	2	0	0	1	0	1
ACACB	ACACB	mRNA	0	0	5000	9	0	9249	51	0	128829	41	0	119580	0	0	0	0	0	102	0	0	102	0	0	5000	1	0	1863	0	0	9	0	0	0	0	0	0	0	41	3	0	0	0	0	0	0	6	0	0	0	1	0
ACAD10	ACAD10	mRNA	1	0	5000	0	0	4107	3	0	71055	3	0	66948	0	0	0	0	0	42	0	0	42	2	0	5000	0	0	634	0	0	200	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0
ACAD11	ACAD11	mRNA	0	0	5000	0	0	3556	0	0	101994	0	0	98438	0	0	0	0	0	38	0	0	38	0	0	5000	0	0	833	0	0	380	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ACAD8	ACAD8	mRNA	0	0	5000	18	0	2201	19	0	12313	6	0	10112	0	0	0	0	0	20	0	0	20	0	0	5000	0	0	892	0	0	61	0	0	0	0	0	0	0	6	17	0	0	0	0	1	0	0	0	0	0	0	0
ACAD9	ACAD9	mRNA	0	0	5000	10	0	2751	18	0	33625	8	0	30874	0	0	0	0	0	34	0	0	36	0	0	5000	0	0	507	0	0	202	0	0	0	0	0	10	0	8	9	0	0	0	0	1	0	0	0	0	0	0	0
ACADL	ACADL	mRNA	0	0	5000	2	0	2490	6	0	37500	4	0	35010	0	0	0	0	0	20	0	0	20	0	0	5000	0	0	969	0	0	228	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	1	0	0	0	0	0
ACADM	ACADM	mRNA	1	0	5000	93	0	2615	112	0	39313	16	0	36698	1	0	0	0	0	24	0	0	22	0	0	5000	1	0	907	1	0	430	0	0	0	0	1	0	0	16	84	0	0	0	1	7	0	3	0	0	0	1	1
ACADS	ACADS	mRNA	0	0	5000	54	0	1917	57	0	14241	2	0	12324	1	0	0	0	0	18	0	0	18	1	0	5000	0	0	560	0	0	118	0	0	0	0	0	0	0	2	47	0	0	0	1	5	0	2	0	0	1	0	0
ACADSB	ACADSB	mRNA	0	0	5000	11	0	5941	27	0	49378	16	0	43437	0	0	0	0	0	20	0	0	20	1	0	5000	0	0	4525	0	0	117	0	0	0	0	0	0	0	16	8	0	0	0	0	2	0	1	0	0	1	0	0
ACADVL	ACADVL	mRNA	7	0	5000	79	0	2519	101	0	8143	23	0	5624	0	0	0	0	0	40	0	0	42	3	0	7706	0	0	170	3	0	478	0	0	0	0	7	0	0	23	71	0	0	0	0	8	0	0	0	0	3	0	3
ACAN	ACAN	mRNA	3	0	5000	20	0	8840	32	0	71912	13	0	63072	0	0	0	0	0	34	0	0	34	0	0	5000	0	0	873	0	0	374	0	0	0	0	3	0	0	13	11	0	0	0	0	0	0	9	0	0	0	0	0
ACAP1	ACAP1	mRNA	2	0	5000	1	0	2508	10	0	14946	8	0	12438	0	0	0	0	0	42	0	0	42	1	0	5000	0	0	79	1	0	206	0	0	0	0	2	0	0	8	0	0	0	0	0	0	0	1	0	0	1	0	1
ACAP2	ACAP2	mRNA	5	0	5000	0	0	7170	7	0	168353	6	0	161183	0	0	0	0	0	44	0	0	44	0	0	5000	1	0	4592	0	0	241	0	0	0	0	5	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0
ACAP3	ACAP3	mRNA	11	0	5000	0	0	3759	7	0	15506	9	0	11747	0	0	0	0	0	46	0	0	46	4	0	5000	0	0	1180	0	0	74	0	0	0	0	11	0	0	9	0	0	0	0	0	0	0	0	0	0	4	0	0
ACAT1	ACAT1	mRNA	0	0	5000	36	0	2134	54	0	26634	15	0	24500	1	0	0	0	0	22	0	0	22	0	0	5000	0	0	774	2	0	76	0	0	0	0	0	0	0	15	31	0	0	0	1	4	0	1	0	0	0	0	2
ACAT2	ACAT2	mRNA	3	0	5000	4	0	1551	1	0	17099	9	0	15548	0	0	0	0	0	16	0	0	16	3	0	5000	0	0	226	1	0	131	0	0	0	0	3	0	0	9	2	0	0	0	0	0	0	2	0	0	3	0	1
ACBD3	ACBD3	mRNA	1	0	5000	1	0	3565	6	0	42044	5	0	38479	0	0	0	0	0	14	0	0	14	0	0	5000	0	0	1931	0	0	47	0	0	0	0	1	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0
ACBD4	ACBD4	mRNA	1	0	6217	0	0	2756	1	0	11577	2	0	8821	0	0	0	0	0	28	0	0	22	1	0	8047	0	0	954	0	0	818	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0
ACBD5	ACBD5	mRNA	0	0	5000	4	0	4255	18	0	46926	16	0	42671	0	0	0	0	0	26	0	0	26	2	0	6260	0	0	2216	2	0	557	0	0	0	0	0	4	0	16	1	0	0	0	0	0	0	1	0	0	2	0	2
ACBD6	ACBD6	mRNA	0	0	5000	0	0	1616	10	0	214671	9	0	213055	0	0	0	0	0	14	0	0	14	0	0	5000	1	0	146	0	0	621	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0
ACBD7	ACBD7	mRNA	0	0	5000	0	0	3370	5	0	13302	5	0	9932	0	0	0	0	0	6	0	0	6	0	0	5000	0	0	3055	0	0	48	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ACCS	ACCS	mRNA	0	0	5000	2	0	2256	17	0	17841	15	0	15585	0	0	0	0	0	28	0	0	30	0	0	5083	0	0	227	0	0	523	0	0	0	0	0	0	0	15	2	0	0	0	0	0	0	0	0	0	0	0	0
ACCSL	ACCSL	mRNA	0	0	5000	1	0	1820	1	0	11997	0	0	10177	0	0	0	0	0	26	0	0	26	0	0	5000	0	0	57	0	0	56	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ACD	ACD	mRNA	1	0	5000	1	0	2066	0	0	3304	0	0	1238	0	0	0	0	0	26	0	0	22	0	0	5000	0	0	94	0	0	337	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ACE	ACE	mRNA	0	0	5000	18	0	5219	22	0	21320	5	0	16101	0	0	0	0	0	48	0	0	50	12	0	10000	0	0	1014	0	0	85	0	0	0	0	0	0	0	5	8	0	0	0	0	9	0	1	0	0	12	0	0
ACE2	ACE2	mRNA	0	0	5000	0	0	3507	5	0	41037	5	0	37530	0	0	0	0	0	36	0	0	36	0	0	5000	0	0	872	0	0	217	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ACER1	ACER1	mRNA	0	0	5000	0	0	1088	2	0	27131	2	0	26043	0	0	0	0	0	10	0	0	10	0	0	5000	0	0	215	0	0	78	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ACER2	ACER2	mRNA	0	0	5000	0	0	2852	6	0	43576	6	0	40724	0	0	0	0	0	10	0	0	10	0	0	5000	0	0	1866	0	0	158	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ACER3	ACER3	mRNA	0	0	5000	3	0	4387	25	0	162934	22	0	158547	0	0	0	0	0	20	0	0	20	1	0	5000	0	0	3479	0	0	104	0	0	0	0	0	0	0	22	1	0	0	0	0	0	0	2	0	0	1	0	0
ACHE	ACHE	mRNA	1	0	5000	4	0	2957	0	0	5927	2	0	2970	0	0	0	0	0	10	0	0	8	2	0	5000	0	0	964	0	0	139	0	0	0	0	1	0	0	2	3	0	0	0	0	0	0	1	0	0	2	0	0
ACIN1	ACIN1	mRNA	2	0	5000	5	0	5143	14	0	37050	9	0	31907	0	0	0	0	0	42	0	0	40	0	0	10000	0	0	583	0	0	511	0	0	0	1	2	0	0	9	3	0	0	0	0	0	0	1	0	0	0	0	0
ACLY	ACLY	mRNA	0	0	5000	2	0	4353	25	0	52094	29	0	47741	0	0	0	0	0	56	0	0	56	1	0	5000	1	0	884	0	0	163	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	2	0	0	1	1	0
ACMSD	ACMSD	mRNA	0	0	5000	0	0	1250	5	0	63417	5	0	62167	0	0	0	0	0	18	0	0	18	4	0	5000	0	0	172	0	0	67	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	4	0	0
ACN9	ACN9	mRNA	0	0	5000	0	0	2057	2	0	65171	2	0	63114	0	0	0	0	0	2	0	0	2	0	0	5000	0	0	548	0	0	1131	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ACO1	ACO1	mRNA	0	0	5000	0	0	3548	22	0	66232	21	0	62684	0	0	0	0	0	40	0	0	40	0	0	5000	1	0	723	0	0	155	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	1	0
ACO2	ACO2	mRNA	0	0	5000	2	0	2741	3	0	59865	1	0	57124	0	0	0	0	0	34	0	0	34	2	0	5000	0	0	376	0	0	22	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	2	0	0
ACOT1	ACOT1	mRNA	1	0	5000	0	0	1603	0	0	6571	0	0	4968	0	0	0	0	0	4	0	0	4	0	0	5000	0	0	139	0	0	198	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOT11	ACOT11	mRNA	8	0	10000	0	0	3391	34	0	86611	34	0	83220	0	0	0	0	0	34	0	0	32	0	0	5000	2	0	1235	0	0	176	0	0	0	0	8	0	0	34	0	0	0	0	0	0	0	0	0	0	0	2	0
ACOT12	ACOT12	mRNA	1	0	5000	1	0	1989	0	0	64042	0	0	62053	0	0	0	0	0	28	0	0	28	1	0	5000	0	0	266	1	0	55	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1
ACOT13	ACOT13	mRNA	0	0	5000	0	0	4393	5	0	38033	5	0	33640	0	0	0	0	0	6	0	0	6	1	0	5000	1	0	3452	1	0	587	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	1	1
ACOT2	ACOT2	mRNA	0	0	5000	2	0	2289	7	0	8039	5	0	5750	0	0	0	0	0	6	0	0	8	0	0	6439	0	0	145	0	0	182	0	0	0	0	0	2	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0
ACOT4	ACOT4	mRNA	0	0	5000	8	0	1632	8	0	4061	0	0	2429	0	0	0	0	0	4	0	0	4	0	0	5000	0	0	112	0	0	254	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	1	0	0	0	0	0
ACOT6	ACOT6	mRNA	1	0	5000	1	0	1004	3	0	3045	1	0	2041	0	0	0	0	0	2	0	0	2	1	0	5000	0	0	49	1	0	331	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1
ACOT7	ACOT7	mRNA	0	0	5000	0	0	2389	24	0	129495	22	0	127106	0	0	0	0	0	16	0	0	22	1	0	16760	1	0	325	1	0	675	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	1	1	1
ACOT8	ACOT8	mRNA	4	0	5000	0	0	1171	5	0	15689	5	0	14518	0	0	0	0	0	10	0	0	10	1	0	5000	0	0	117	0	0	94	0	0	0	0	4	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0
ACOT9	ACOT9	mRNA	0	0	5000	1	0	1727	8	0	39631	7	0	37904	0	0	0	0	0	30	0	0	30	0	0	5000	0	0	234	0	0	146	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0
ACOX1	ACOX1	mRNA	3	0	5000	10	0	7919	19	0	37927	8	0	30008	0	0	0	0	0	28	0	0	30	0	0	5000	1	0	5240	0	0	649	0	0	0	0	3	0	0	8	6	0	0	0	0	1	0	3	0	0	0	1	0
ACOX2	ACOX2	mRNA	0	0	5000	0	0	2309	9	0	32067	8	0	29758	0	0	0	0	0	28	0	0	28	0	0	5000	0	0	88	1	0	175	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1
ACOX3	ACOX3	mRNA	0	0	5000	1	0	2874	15	0	74444	13	0	71570	0	0	0	0	0	34	0	0	34	0	0	5000	1	0	839	0	0	92	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	1	0	0	0	1	0
ACOXL	ACOXL	mRNA	10	0	5000	1	0	2373	11	0	385650	10	0	383277	0	0	0	0	0	34	0	0	34	0	0	5000	0	0	406	0	0	224	0	0	0	0	10	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0
ACP1	ACP1	Non-coding_transcript	7	0	10000	2	0	1882	9	0	13414	7	0	11532	0	0	0	0	0	12	0	0	14	1	0	5000	0	0	1201	1	0	96	0	0	0	0	7	2	0	7	0	0	0	0	0	0	0	1	0	0	1	0	1
ACP2	ACP2	mRNA	9	0	10000	0	0	2312	0	0	9605	0	0	7293	0	0	0	0	0	20	0	0	20	0	0	5000	0	0	944	0	0	117	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACP5	ACP5	mRNA	0	0	5000	12	0	1810	14	0	4327	2	0	2517	0	0	0	0	0	12	0	0	12	1	0	6248	0	0	350	0	0	482	0	0	0	0	0	0	0	2	7	0	0	0	0	1	0	4	0	0	1	0	0
ACP6	ACP6	mRNA	0	0	5000	3	0	1808	8	0	23467	4	0	21659	0	0	0	0	0	18	0	0	18	0	0	5000	0	0	57	1	0	464	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	2	0	0	0	0	1
ACPL2	ACPL2	mRNA	0	0	5000	2	0	3181	21	0	62805	19	0	59624	0	0	0	0	0	14	0	0	14	0	0	5000	0	0	1439	0	0	299	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	2	0	0	0	0	0
ACPP	ACPP	mRNA	0	0	10000	3	0	3818	15	0	50936	13	0	47118	0	0	0	0	0	20	0	0	20	0	0	5000	1	0	2448	0	0	90	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	3	0	0	0	1	0
ACPT	ACPT	mRNA	0	0	5000	2	0	1347	2	0	4810	0	0	3463	0	0	0	0	0	20	0	0	20	0	0	5000	0	0	66	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ACR	ACR	mRNA	0	0	5000	2	0	1370	8	0	7076	6	0	5706	0	0	0	0	0	8	0	0	8	0	0	5000	0	0	92	0	0	12	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0
ACRBP	ACRBP	mRNA	2	0	5000	0	0	1886	2	0	9339	4	0	7453	0	0	0	0	0	18	0	0	18	1	0	5000	1	0	206	0	0	48	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	1	1	0
ACRC	ACRC	mRNA	1	0	5000	0	0	3178	0	0	35560	0	0	32382	0	0	0	0	0	24	0	0	24	0	0	5000	0	0	601	0	0	501	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACRV1	ACRV1	mRNA	0	0	5000	1	0	1175	4	0	8565	3	0	7390	0	0	0	0	0	10	0	0	10	0	0	5000	0	0	259	0	0	118	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0
ACSBG1	ACSBG1	mRNA	2	0	5000	1	0	2980	19	0	63863	18	0	60883	0	0	0	0	0	28	0	0	26	0	0	5000	0	0	599	0	0	206	0	0	0	0	2	0	0	18	1	0	0	0	0	0	0	0	0	0	0	0	0
ACSBG2	ACSBG2	mRNA	0	0	5000	2	0	2712	14	0	57403	12	0	54691	0	0	0	0	0	28	0	0	28	0	0	5000	0	0	469	0	0	242	0	0	0	0	0	0	0	12	2	0	0	0	0	0	0	0	0	0	0	0	0
ACSF2	ACSF2	mRNA	1	0	5000	1	0	2239	13	0	48682	12	0	46443	0	0	0	0	0	30	0	0	30	5	0	5000	0	0	287	0	0	104	0	0	0	0	1	0	0	12	0	0	0	0	0	0	0	1	0	0	5	0	0
ACSF3	ACSF3	Non-coding_transcript	0	0	5000	19	0	4213	45	0	61955	35	0	57742	0	0	0	0	0	24	0	0	26	1	0	10000	0	0	1556	1	0	381	0	0	0	0	0	19	0	35	10	0	0	0	0	1	0	7	0	0	1	0	1
ACSL1	ACSL1	mRNA	2	0	5000	2	0	3805	18	0	70467	14	0	66662	0	0	0	0	0	40	0	0	40	0	0	5000	2	0	1530	0	0	178	0	0	0	0	2	0	0	14	0	0	0	0	0	0	0	2	0	0	0	2	0
ACSL3	ACSL3	mRNA	0	0	5000	0	0	4361	20	0	82388	20	0	78027	0	0	0	0	0	32	0	0	32	1	0	5000	0	0	1747	0	0	451	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	1	0	0
